year,month,day,crime,count
2016.0,4.0,7,MOTOR VEHICLE LAWS,2
2016.0,4.0,7,MOTOR VEHICLE THEFT,3
2016.0,4.0,7,NON-INVOLVED ACCIDENT,2
2016.0,4.0,7,PERSONAL INJURY ACCIDENT,3
2016.0,4.0,7,PROPERTY DAMAGE ACCIDENT,18
2016.0,4.0,7,PUBLIC DRUNKENNESS,1
2016.0,4.0,7,RADIO SIGNAL,1
2016.0,4.0,7,REPORT-RELATED,1
2016.0,4.0,7,SHOTS FIRED,2
2016.0,4.0,7,SIMPLE ASSAULT,5
2016.0,4.0,8,AGGRAVATED ASSAULT,5
2016.0,4.0,8,ANIMAL COMPLAINT,2
2016.0,4.0,8,CARE FOR SICK,2
2016.0,4.0,8,CITY ORDINANCES,1
2016.0,4.0,8,CRIMES AGAINST THE PUBLIC,6
2016.0,4.0,8,DRIVING LAWS,3
2016.0,4.0,8,DRUG OFFENSES,1
2016.0,4.0,8,FAMILY OFFENSES,1
2016.0,4.0,8,FIRE-RELATED,1
2016.0,4.0,8,FOUND PERSON/PROPERTY,1
2016.0,4.0,8,LARCENY,9
2016.0,4.0,8,MISCCRIMES AGAINST PROPERTY,6
2016.0,4.0,8,MISCMANAGEMENT INFO.,5
2016.0,4.0,8,MOTOR VEHICLE LAWS,4
2016.0,4.0,8,MOTOR VEHICLE THEFT,2
2016.0,4.0,8,NON-INVOLVED ACCIDENT,6
2016.0,4.0,8,PERSONAL INJURY ACCIDENT,5
2016.0,4.0,8,PROPERTY DAMAGE ACCIDENT,9
2016.0,4.0,8,RADIO SIGNAL,1
2016.0,4.0,8,REPORT-RELATED,3
2016.0,4.0,8,SIMPLE ASSAULT,6
2016.0,4.0,9,AGGRAVATED ASSAULT,2
2016.0,4.0,9,ANIMAL COMPLAINT,2
2016.0,4.0,9,BURGLARY,1
2016.0,4.0,9,CARE FOR SICK,1
2016.0,4.0,9,CRIMES AGAINST THE PUBLIC,7
2016.0,4.0,9,DRIVING LAWS,1
2016.0,4.0,9,FIRE-RELATED,1
2016.0,4.0,9,FOUND PERSON/PROPERTY,2
2016.0,4.0,9,JUDICIAL OFFENSES,2
2016.0,4.0,9,LARCENY,9
2016.0,4.0,9,MENTAL CASE,1
2016.0,4.0,9,MISCCRIMES AGAINST PROPERTY,7
2016.0,4.0,9,MISCMANAGEMENT INFO.,7
2016.0,4.0,9,MISCWANTS,1
2016.0,4.0,9,MISSING PERSON/PROPERTY,3
2016.0,4.0,9,MOTOR VEHICLE LAWS,2
2016.0,4.0,9,MOTOR VEHICLE THEFT,3
2016.0,4.0,9,PERSONAL INJURY ACCIDENT,3
2016.0,4.0,9,PROPERTY DAMAGE ACCIDENT,6
2016.0,4.0,9,RADIO SIGNAL,1
2016.0,4.0,9,REPORT-RELATED,3
2016.0,4.0,9,ROBBERY,2
2016.0,4.0,9,SHOTS FIRED,3
2016.0,4.0,9,SIMPLE ASSAULT,5
2016.0,4.0,10,ANIMAL COMPLAINT,1
2016.0,4.0,10,BURGLARY,1
2016.0,4.0,10,CRIMES AGAINST THE PUBLIC,5
2016.0,4.0,10,DRIVING LAWS,5
2016.0,4.0,10,DRUG OFFENSES,2
2016.0,4.0,10,FIRE-RELATED,1
2016.0,4.0,10,FORGERY/COUNTERFEITING,1
2016.0,4.0,10,FOUND PERSON/PROPERTY,4
2016.0,4.0,10,LARCENY,10
2016.0,4.0,10,MENTAL CASE,1
2016.0,4.0,10,MISCCRIMES AGAINST PROPERTY,7
2016.0,4.0,10,MISCMANAGEMENT INFO.,2
2016.0,4.0,10,MISSING PERSON/PROPERTY,1
2016.0,4.0,10,MOTOR VEHICLE THEFT,4
2016.0,4.0,10,NON-INVOLVED ACCIDENT,3
2016.0,4.0,10,PERSONAL INJURY ACCIDENT,1
2016.0,4.0,10,PROPERTY DAMAGE ACCIDENT,14
2016.0,4.0,10,REPORT-RELATED,1
2016.0,4.0,10,ROBBERY,2
2016.0,4.0,10,SHOTS FIRED,4
2016.0,4.0,10,SIMPLE ASSAULT,7
2016.0,4.0,11,AGGRAVATED ASSAULT,1
2016.0,4.0,11,ANIMAL COMPLAINT,7
2016.0,4.0,11,BURGLARY,5
2016.0,4.0,11,CARE FOR SICK,1
2016.0,4.0,11,CRIMES AGAINST THE PUBLIC,11
2016.0,4.0,11,DRIVING LAWS,3
2016.0,4.0,11,DRUG OFFENSES,3
2016.0,4.0,11,DRUNK DRIVING,1
2016.0,4.0,11,FIRE-RELATED,1
2016.0,4.0,11,JUDICIAL OFFENSES,2
2016.0,4.0,11,LARCENY,5
2016.0,4.0,11,MENTAL CASE,2
2016.0,4.0,11,MISCCRIMES AGAINST PROPERTY,8
2016.0,4.0,11,MISCMANAGEMENT INFO.,6
2016.0,4.0,11,MISCWANTS,2
2016.0,4.0,11,MISSING PERSON/PROPERTY,1
2016.0,4.0,11,MOTOR VEHICLE LAWS,3
2016.0,4.0,11,MOTOR VEHICLE THEFT,2
2016.0,4.0,11,NON-INVOLVED ACCIDENT,2
2016.0,4.0,11,PERSONAL INJURY ACCIDENT,7
2016.0,4.0,11,PROPERTY DAMAGE ACCIDENT,10
2016.0,4.0,11,PUBLIC DRUNKENNESS,2
2016.0,4.0,11,RADIO SIGNAL,1
2016.0,4.0,11,REPORT-RELATED,3
2016.0,4.0,11,ROBBERY,2
2016.0,4.0,11,SHOTS FIRED,3
2016.0,4.0,11,SIMPLE ASSAULT,5
2016.0,4.0,11,SUICIDE,1
2016.0,4.0,12,AGGRAVATED ASSAULT,2
2016.0,4.0,12,ANIMAL COMPLAINT,6
2016.0,4.0,12,BURGLARY,1
2016.0,4.0,12,CRIMES AGAINST THE PUBLIC,7
2016.0,4.0,12,DRIVING LAWS,2
2016.0,4.0,12,FIRE-RELATED,1
2016.0,4.0,12,FOUND PERSON/PROPERTY,7
2016.0,4.0,12,JUDICIAL OFFENSES,2
2016.0,4.0,12,LARCENY,8
2016.0,4.0,12,MENTAL CASE,2
2016.0,4.0,12,MISCCRIMES AGAINST PROPERTY,2
2016.0,4.0,12,MISCMANAGEMENT INFO.,12
2016.0,4.0,12,MISCWANTS,1
2016.0,4.0,12,MISSING PERSON/PROPERTY,5
2016.0,4.0,12,MOTOR VEHICLE LAWS,5
2016.0,4.0,12,MOTOR VEHICLE THEFT,3
2016.0,4.0,12,NON-INVOLVED ACCIDENT,2
2016.0,4.0,12,PERSONAL INJURY ACCIDENT,3
2016.0,4.0,12,PROPERTY DAMAGE ACCIDENT,11
2016.0,4.0,12,PUBLIC DRUNKENNESS,2
2016.0,4.0,12,RADIO SIGNAL,1
2016.0,4.0,12,REPORT-RELATED,3
2016.0,4.0,12,SHOTS FIRED,3
2016.0,4.0,12,SIMPLE ASSAULT,7
2016.0,4.0,12,SUDDEN DEATH,1
2016.0,4.0,13,ANIMAL COMPLAINT,10
2016.0,4.0,13,BURGLARY,1
2016.0,4.0,13,CARE FOR SICK,1
2016.0,4.0,13,CRIMES AGAINST THE PUBLIC,12
2016.0,4.0,13,DRIVING LAWS,1
2016.0,4.0,13,DRUG OFFENSES,2
2016.0,4.0,13,FIRE-RELATED,1
2016.0,4.0,13,FOUND PERSON/PROPERTY,6
2016.0,4.0,13,LARCENY,5
2016.0,4.0,13,MENTAL CASE,1
2016.0,4.0,13,MISCCRIMES AGAINST PROPERTY,9
2016.0,4.0,13,MISCMANAGEMENT INFO.,10
2016.0,4.0,13,MISCWANTS,1
2016.0,4.0,13,MISSING PERSON/PROPERTY,2
2016.0,4.0,13,MOTOR VEHICLE LAWS,5
2016.0,4.0,13,MOTOR VEHICLE THEFT,1
2016.0,4.0,13,NON-INVOLVED ACCIDENT,2
2016.0,4.0,13,OTHER ACCIDENT,4
2016.0,4.0,13,PERSONAL INJURY ACCIDENT,10
2016.0,4.0,13,PROPERTY DAMAGE ACCIDENT,12
2016.0,4.0,13,PUBLIC DRUNKENNESS,6
2016.0,4.0,13,RADIO SIGNAL,1
2016.0,4.0,13,REPORT-RELATED,7
2016.0,4.0,13,SHOTS FIRED,1
2016.0,4.0,13,SIMPLE ASSAULT,2
2016.0,4.0,14,AGGRAVATED ASSAULT,3
2016.0,4.0,14,ANIMAL COMPLAINT,9
2016.0,4.0,14,BURGLARY,1
2016.0,4.0,14,CARE FOR SICK,1
2016.0,4.0,14,CITY ORDINANCES,1
2016.0,4.0,14,CRIMES AGAINST THE PUBLIC,9
2016.0,4.0,14,DRIVING LAWS,2
2016.0,4.0,14,DRUG OFFENSES,8
2016.0,4.0,14,FOUND PERSON/PROPERTY,6
2016.0,4.0,14,JUDICIAL OFFENSES,2
2016.0,4.0,14,LARCENY,9
2016.0,4.0,14,MENTAL CASE,1
2016.0,4.0,14,MISCCRIMES AGAINST PROPERTY,7
2016.0,4.0,14,MISCMANAGEMENT INFO.,6
2016.0,4.0,14,MISCWANTS,7
2016.0,4.0,14,MISSING PERSON/PROPERTY,2
2016.0,4.0,14,MOTOR VEHICLE LAWS,4
2016.0,4.0,14,MOTOR VEHICLE THEFT,2
2016.0,4.0,14,NON-INVOLVED ACCIDENT,1
2016.0,4.0,14,OTHER ACCIDENT,1
2016.0,4.0,14,PERSONAL INJURY ACCIDENT,6
2016.0,4.0,14,PROPERTY DAMAGE ACCIDENT,11
2016.0,4.0,14,PUBLIC DRUNKENNESS,3
2016.0,4.0,14,RADIO SIGNAL,1
2016.0,4.0,14,REPORT-RELATED,3
2016.0,4.0,14,ROBBERY,1
2016.0,4.0,14,SHOTS FIRED,1
2016.0,4.0,14,SIMPLE ASSAULT,3
2016.0,4.0,14,STOLEN PROPERTY,1
2016.0,4.0,14,SUICIDE,1
2016.0,4.0,14,WEAPONS OFFENSES,1
2016.0,4.0,15,AGGRAVATED ASSAULT,3
2016.0,4.0,15,ANIMAL COMPLAINT,3
2016.0,4.0,15,BURGLARY,3
2016.0,4.0,15,CARE FOR SICK,1
2016.0,4.0,15,CRIMES AGAINST THE PUBLIC,15
2016.0,4.0,15,DRIVING LAWS,5
2016.0,4.0,15,DRUG OFFENSES,3
2016.0,4.0,15,FIRE-RELATED,2
2016.0,4.0,15,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,4.0,15,JUDICIAL OFFENSES,3
2016.0,4.0,15,LARCENY,11
2016.0,4.0,15,MENTAL CASE,3
2016.0,4.0,15,MISCCRIMES AGAINST PROPERTY,11
2016.0,4.0,15,MISCMANAGEMENT INFO.,7
2016.0,4.0,15,MISCWANTS,3
2016.0,4.0,15,MOTOR VEHICLE LAWS,1
2016.0,4.0,15,MOTOR VEHICLE THEFT,2
2016.0,4.0,15,NON-INVOLVED ACCIDENT,2
2016.0,4.0,15,OTHER ACCIDENT,2
2016.0,4.0,15,PERSONAL INJURY ACCIDENT,5
2016.0,4.0,15,PROPERTY DAMAGE ACCIDENT,20
2016.0,4.0,15,PUBLIC DRUNKENNESS,4
2016.0,4.0,15,SHOTS FIRED,2
2016.0,4.0,15,SIMPLE ASSAULT,5
2016.0,4.0,15,SUDDEN DEATH,1
2016.0,4.0,15,SUICIDE,1
2016.0,4.0,16,AGGRAVATED ASSAULT,2
2016.0,4.0,16,BURGLARY,5
2016.0,4.0,16,CARE FOR SICK,1
2016.0,4.0,16,CITY ORDINANCES,1
2016.0,4.0,16,CRIMES AGAINST THE PUBLIC,12
2016.0,4.0,16,DRIVING LAWS,1
2016.0,4.0,16,DRUG OFFENSES,5
2016.0,4.0,16,FOUND PERSON/PROPERTY,1
2016.0,4.0,16,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,4.0,16,JUDICIAL OFFENSES,3
2016.0,4.0,16,LARCENY,7
2016.0,4.0,16,MENTAL CASE,1
2016.0,4.0,16,MISCCRIMES AGAINST PROPERTY,12
2016.0,4.0,16,MISCMANAGEMENT INFO.,4
2016.0,4.0,16,MISCWANTS,2
2016.0,4.0,16,MISSING PERSON/PROPERTY,2
2016.0,4.0,16,MOTOR VEHICLE LAWS,1
2016.0,4.0,16,MOTOR VEHICLE THEFT,3
2016.0,4.0,16,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,16,PROPERTY DAMAGE ACCIDENT,8
2016.0,4.0,16,PUBLIC DRUNKENNESS,1
2016.0,4.0,16,RADIO SIGNAL,2
2016.0,4.0,16,ROBBERY,3
2016.0,4.0,16,SHOTS FIRED,3
2016.0,4.0,16,SIMPLE ASSAULT,10
2016.0,4.0,16,SUDDEN DEATH,2
2016.0,4.0,17,AGGRAVATED ASSAULT,1
2016.0,4.0,17,ANIMAL COMPLAINT,1
2016.0,4.0,17,BURGLARY,2
2016.0,4.0,17,CARE FOR SICK,2
2016.0,4.0,17,CRIMES AGAINST THE PUBLIC,11
2016.0,4.0,17,DRIVING LAWS,3
2016.0,4.0,17,DRUG OFFENSES,1
2016.0,4.0,17,FOUND PERSON/PROPERTY,2
2016.0,4.0,17,LARCENY,11
2016.0,4.0,17,MENTAL CASE,1
2016.0,4.0,17,MISCCRIMES AGAINST PROPERTY,6
2016.0,4.0,17,MISCMANAGEMENT INFO.,4
2016.0,4.0,17,MISSING PERSON/PROPERTY,3
2016.0,4.0,17,MOTOR VEHICLE LAWS,1
2016.0,4.0,17,MOTOR VEHICLE THEFT,5
2016.0,4.0,17,NON-INVOLVED ACCIDENT,2
2016.0,4.0,17,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,17,PROPERTY DAMAGE ACCIDENT,6
2016.0,4.0,17,RADIO SIGNAL,2
2016.0,4.0,17,ROBBERY,2
2016.0,4.0,17,SHOTS FIRED,2
2016.0,4.0,17,SIMPLE ASSAULT,5
2016.0,4.0,17,SUDDEN DEATH,2
2016.0,4.0,17,WEAPONS OFFENSES,1
2016.0,4.0,18,AGGRAVATED ASSAULT,3
2016.0,4.0,18,ANIMAL COMPLAINT,9
2016.0,4.0,18,BURGLARY,3
2016.0,4.0,18,CARE FOR SICK,2
2016.0,4.0,18,CRIMES AGAINST THE PUBLIC,15
2016.0,4.0,18,DRIVING LAWS,6
2016.0,4.0,18,DRUG OFFENSES,2
2016.0,4.0,18,FAMILY OFFENSES,1
2016.0,4.0,18,FIRE-RELATED,3
2016.0,4.0,18,FOUND PERSON/PROPERTY,4
2016.0,4.0,18,JUDICIAL OFFENSES,1
2016.0,4.0,18,LARCENY,9
2016.0,4.0,18,MENTAL CASE,2
2016.0,4.0,18,MISCCRIMES AGAINST PROPERTY,8
2016.0,4.0,18,MISCMANAGEMENT INFO.,8
2016.0,4.0,18,MISCWANTS,1
2016.0,4.0,18,MISSING PERSON/PROPERTY,3
2016.0,4.0,18,MOTOR VEHICLE LAWS,7
2016.0,4.0,18,MOTOR VEHICLE THEFT,4
2016.0,4.0,18,OTHER ACCIDENT,2
2016.0,4.0,18,PERSONAL INJURY ACCIDENT,3
2016.0,4.0,18,PROPERTY DAMAGE ACCIDENT,13
2016.0,4.0,18,PUBLIC DRUNKENNESS,4
2016.0,4.0,18,RADIO SIGNAL,1
2016.0,4.0,18,REPORT-RELATED,3
2016.0,4.0,18,SHOTS FIRED,3
2016.0,4.0,18,SIMPLE ASSAULT,4
2016.0,4.0,18,SUICIDE,1
2016.0,4.0,19,AGGRAVATED ASSAULT,2
2016.0,4.0,19,ANIMAL COMPLAINT,8
2016.0,4.0,19,BURGLARY,3
2016.0,4.0,19,CARE FOR SICK,1
2016.0,4.0,19,CRIMES AGAINST THE PUBLIC,7
2016.0,4.0,19,DRIVING LAWS,3
2016.0,4.0,19,FAMILY OFFENSES,1
2016.0,4.0,19,FORGERY/COUNTERFEITING,2
2016.0,4.0,19,FOUND PERSON/PROPERTY,4
2016.0,4.0,19,JUDICIAL OFFENSES,2
2016.0,4.0,19,LANDLORD-TENANT,1
2016.0,4.0,19,LARCENY,14
2016.0,4.0,19,MISCCRIMES AGAINST PROPERTY,7
2016.0,4.0,19,MISCMANAGEMENT INFO.,9
2016.0,4.0,19,MISCWANTS,2
2016.0,4.0,19,MISSING PERSON/PROPERTY,2
2016.0,4.0,19,MOTOR VEHICLE LAWS,1
2016.0,4.0,19,MOTOR VEHICLE THEFT,2
2016.0,4.0,19,NON-INVOLVED ACCIDENT,2
2016.0,4.0,19,OTHER ACCIDENT,2
2016.0,4.0,19,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,19,PROPERTY DAMAGE ACCIDENT,17
2016.0,4.0,19,PUBLIC DRUNKENNESS,7
2016.0,4.0,19,RADIO SIGNAL,2
2016.0,4.0,19,ROBBERY,1
2016.0,4.0,19,SHOTS FIRED,2
2016.0,4.0,19,SIMPLE ASSAULT,7
2016.0,4.0,19,SUDDEN DEATH,1
2016.0,4.0,19,SUICIDE,2
2016.0,4.0,20,AGGRAVATED ASSAULT,3
2016.0,4.0,20,ANIMAL COMPLAINT,6
2016.0,4.0,20,BURGLARY,3
2016.0,4.0,20,CRIMES AGAINST THE PUBLIC,8
2016.0,4.0,20,DRIVING LAWS,3
2016.0,4.0,20,DRUG OFFENSES,1
2016.0,4.0,20,FAMILY OFFENSES,1
2016.0,4.0,20,FIRE-RELATED,3
2016.0,4.0,20,FOUND PERSON/PROPERTY,2
2016.0,4.0,20,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,4.0,20,JUDICIAL OFFENSES,1
2016.0,4.0,20,LANDLORD-TENANT,1
2016.0,4.0,20,LARCENY,9
2016.0,4.0,20,MISCCRIMES AGAINST PROPERTY,9
2016.0,4.0,20,MISCMANAGEMENT INFO.,4
2016.0,4.0,20,MISCWANTS,3
2016.0,4.0,20,MISSING PERSON/PROPERTY,3
2016.0,4.0,20,MOTOR VEHICLE LAWS,5
2016.0,4.0,20,MOTOR VEHICLE THEFT,1
2016.0,4.0,20,OTHER ACCIDENT,1
2016.0,4.0,20,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,20,PROPERTY DAMAGE ACCIDENT,15
2016.0,4.0,20,PUBLIC DRUNKENNESS,4
2016.0,4.0,20,RADIO SIGNAL,1
2016.0,4.0,20,REPORT-RELATED,4
2016.0,4.0,20,ROBBERY,1
2016.0,4.0,20,SIMPLE ASSAULT,5
2016.0,4.0,20,SUICIDE,1
2016.0,4.0,21,AGGRAVATED ASSAULT,1
2016.0,4.0,21,ANIMAL COMPLAINT,8
2016.0,4.0,21,BURGLARY,1
2016.0,4.0,21,CITY ORDINANCES,1
2016.0,4.0,21,CRIMES AGAINST THE PUBLIC,12
2016.0,4.0,21,DRIVING LAWS,6
2016.0,4.0,21,DRUG OFFENSES,5
2016.0,4.0,21,DRUNK DRIVING,4
2016.0,4.0,21,FIRE-RELATED,2
2016.0,4.0,21,FOUND PERSON/PROPERTY,3
2016.0,4.0,21,JUDICIAL OFFENSES,2
2016.0,4.0,21,LARCENY,10
2016.0,4.0,21,MENTAL CASE,2
2016.0,4.0,21,MISCCRIMES AGAINST PROPERTY,1
2016.0,4.0,21,MISCMANAGEMENT INFO.,4
2016.0,4.0,21,MOTOR VEHICLE LAWS,1
2016.0,4.0,21,MOTOR VEHICLE THEFT,1
2016.0,4.0,21,PERSONAL INJURY ACCIDENT,7
2016.0,4.0,21,PROPERTY DAMAGE ACCIDENT,17
2016.0,4.0,21,PUBLIC DRUNKENNESS,3
2016.0,4.0,21,RADIO SIGNAL,2
2016.0,4.0,21,ROBBERY,1
2016.0,4.0,21,SIMPLE ASSAULT,2
2016.0,4.0,21,SUDDEN DEATH,1
2016.0,4.0,22,ANIMAL COMPLAINT,5
2016.0,4.0,22,CARE FOR SICK,3
2016.0,4.0,22,CRIMES AGAINST THE PUBLIC,16
2016.0,4.0,22,DRIVING LAWS,8
2016.0,4.0,22,DRUG OFFENSES,2
2016.0,4.0,22,DRUNK DRIVING,2
2016.0,4.0,22,FAMILY OFFENSES,1
2016.0,4.0,22,FIRE-RELATED,1
2016.0,4.0,22,FOUND PERSON/PROPERTY,2
2016.0,4.0,22,JUDICIAL OFFENSES,2
2016.0,4.0,22,LARCENY,17
2016.0,4.0,22,MISCCRIMES AGAINST PROPERTY,7
2016.0,4.0,22,MISCMANAGEMENT INFO.,6
2016.0,4.0,22,MISCWANTS,1
2016.0,4.0,22,MISSING PERSON/PROPERTY,5
2016.0,4.0,22,MOTOR VEHICLE LAWS,5
2016.0,4.0,22,MOTOR VEHICLE THEFT,1
2016.0,4.0,22,NON-INVOLVED ACCIDENT,2
2016.0,4.0,22,PERSONAL INJURY ACCIDENT,6
2016.0,4.0,22,PROPERTY DAMAGE ACCIDENT,11
2016.0,4.0,22,PUBLIC DRUNKENNESS,7
2016.0,4.0,22,RADIO SIGNAL,1
2016.0,4.0,22,REPORT-RELATED,1
2016.0,4.0,22,SIMPLE ASSAULT,4
2016.0,4.0,22,SUICIDE,1
2016.0,4.0,22,WEAPONS OFFENSES,1
2016.0,4.0,23,AGGRAVATED ASSAULT,3
2016.0,4.0,23,ANIMAL COMPLAINT,4
2016.0,4.0,23,BURGLARY,3
2016.0,4.0,23,CRIMES AGAINST THE PUBLIC,18
2016.0,4.0,23,DRIVING LAWS,3
2016.0,4.0,23,DRUG OFFENSES,1
2016.0,4.0,23,FAMILY OFFENSES,1
2016.0,4.0,23,FIRE-RELATED,4
2016.0,4.0,23,FOUND PERSON/PROPERTY,4
2016.0,4.0,23,JUDICIAL OFFENSES,1
2016.0,4.0,23,LARCENY,13
2016.0,4.0,23,MENTAL CASE,2
2016.0,4.0,23,MISCCRIMES AGAINST PROPERTY,5
2016.0,4.0,23,MISCMANAGEMENT INFO.,1
2016.0,4.0,23,MISCWANTS,8
2016.0,4.0,23,MISSING PERSON/PROPERTY,1
2016.0,4.0,23,MOTOR VEHICLE THEFT,4
2016.0,4.0,23,OTHER ACCIDENT,1
2016.0,4.0,23,PERSONAL INJURY ACCIDENT,6
2016.0,4.0,23,PROPERTY DAMAGE ACCIDENT,13
2016.0,4.0,23,PUBLIC DRUNKENNESS,6
2016.0,4.0,23,REPORT-RELATED,2
2016.0,4.0,23,ROBBERY,2
2016.0,4.0,23,SHOTS FIRED,2
2016.0,4.0,23,SIMPLE ASSAULT,9
2016.0,4.0,23,SUICIDE,1
2016.0,4.0,24,AGGRAVATED ASSAULT,1
2016.0,4.0,24,BURGLARY,5
2016.0,4.0,24,CRIMES AGAINST THE PUBLIC,7
2016.0,4.0,24,DRIVING LAWS,1
2016.0,4.0,24,DRUG OFFENSES,1
2016.0,4.0,24,FIRE-RELATED,1
2016.0,4.0,24,FOUND PERSON/PROPERTY,2
2016.0,4.0,24,LARCENY,7
2016.0,4.0,24,MISCCRIMES AGAINST PROPERTY,5
2016.0,4.0,24,MISCMANAGEMENT INFO.,4
2016.0,4.0,24,MISCWANTS,7
2016.0,4.0,24,MISSING PERSON/PROPERTY,2
2016.0,4.0,24,MOTOR VEHICLE THEFT,1
2016.0,4.0,24,PERSONAL INJURY ACCIDENT,2
2016.0,4.0,24,PROPERTY DAMAGE ACCIDENT,16
2016.0,4.0,24,PUBLIC DRUNKENNESS,1
2016.0,4.0,24,REPORT-RELATED,1
2016.0,4.0,24,ROBBERY,3
2016.0,4.0,24,SHOTS FIRED,3
2016.0,4.0,24,SIMPLE ASSAULT,4
2016.0,4.0,25,AGGRAVATED ASSAULT,3
2016.0,4.0,25,ANIMAL COMPLAINT,9
2016.0,4.0,25,CRIMES AGAINST THE PUBLIC,8
2016.0,4.0,25,DRIVING LAWS,1
2016.0,4.0,25,DRUG OFFENSES,1
2016.0,4.0,25,FIRE-RELATED,1
2016.0,4.0,25,FOUND PERSON/PROPERTY,3
2016.0,4.0,25,JUDICIAL OFFENSES,1
2016.0,4.0,25,LANDLORD-TENANT,1
2016.0,4.0,25,LARCENY,9
2016.0,4.0,25,MENTAL CASE,1
2016.0,4.0,25,MISCCRIMES AGAINST PROPERTY,6
2016.0,4.0,25,MISCMANAGEMENT INFO.,1
2016.0,4.0,25,MISCWANTS,6
2016.0,4.0,25,MISSING PERSON/PROPERTY,5
2016.0,4.0,25,MOTOR VEHICLE THEFT,4
2016.0,4.0,25,OTHER ACCIDENT,1
2016.0,4.0,25,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,25,PROPERTY DAMAGE ACCIDENT,16
2016.0,4.0,25,PUBLIC DRUNKENNESS,1
2016.0,4.0,25,RADIO SIGNAL,1
2016.0,4.0,25,REPORT-RELATED,2
2016.0,4.0,25,SHOTS FIRED,6
2016.0,4.0,25,SIMPLE ASSAULT,8
2016.0,4.0,26,AGGRAVATED ASSAULT,1
2016.0,4.0,26,ANIMAL COMPLAINT,3
2016.0,4.0,26,BURGLARY,1
2016.0,4.0,26,CRIMES AGAINST THE PUBLIC,12
2016.0,4.0,26,DRIVING LAWS,6
2016.0,4.0,26,FOUND PERSON/PROPERTY,4
2016.0,4.0,26,JUDICIAL OFFENSES,2
2016.0,4.0,26,LARCENY,14
2016.0,4.0,26,MISCCRIMES AGAINST PROPERTY,3
2016.0,4.0,26,MISCMANAGEMENT INFO.,2
2016.0,4.0,26,MISCWANTS,1
2016.0,4.0,26,MISSING PERSON/PROPERTY,1
2016.0,4.0,26,MOTOR VEHICLE LAWS,1
2016.0,4.0,26,MOTOR VEHICLE THEFT,2
2016.0,4.0,26,NON-INVOLVED ACCIDENT,2
2016.0,4.0,26,OTHER ACCIDENT,2
2016.0,4.0,26,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,26,PROPERTY DAMAGE ACCIDENT,10
2016.0,4.0,26,PUBLIC DRUNKENNESS,1
2016.0,4.0,26,REPORT-RELATED,5
2016.0,4.0,26,ROBBERY,1
2016.0,4.0,26,SHOTS FIRED,4
2016.0,4.0,26,SIMPLE ASSAULT,2
2016.0,4.0,26,SUICIDE,1
2016.0,4.0,27,AGGRAVATED ASSAULT,3
2016.0,4.0,27,ANIMAL COMPLAINT,13
2016.0,4.0,27,CARE FOR SICK,2
2016.0,4.0,27,CRIMES AGAINST THE PUBLIC,13
2016.0,4.0,27,DRIVING LAWS,6
2016.0,4.0,27,DRUG OFFENSES,6
2016.0,4.0,27,FIRE-RELATED,2
2016.0,4.0,27,FOUND PERSON/PROPERTY,6
2016.0,4.0,27,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,4.0,27,JUDICIAL OFFENSES,1
2016.0,4.0,27,LARCENY,3
2016.0,4.0,27,MISCCRIMES AGAINST PROPERTY,11
2016.0,4.0,27,MISCMANAGEMENT INFO.,4
2016.0,4.0,27,MISCWANTS,3
2016.0,4.0,27,MISSING PERSON/PROPERTY,4
2016.0,4.0,27,MOTOR VEHICLE LAWS,4
2016.0,4.0,27,NON-INVOLVED ACCIDENT,1
2016.0,4.0,27,OTHER ACCIDENT,2
2016.0,4.0,27,PERSONAL INJURY ACCIDENT,4
2016.0,4.0,27,PROPERTY DAMAGE ACCIDENT,11
2016.0,4.0,27,PUBLIC DRUNKENNESS,3
2016.0,4.0,27,ROBBERY,1
2016.0,4.0,27,SHOTS FIRED,1
2016.0,4.0,27,SIMPLE ASSAULT,7
2016.0,4.0,27,SUDDEN DEATH,1
2016.0,4.0,28,AGGRAVATED ASSAULT,2
2016.0,4.0,28,ANIMAL COMPLAINT,9
2016.0,4.0,28,BURGLARY,2
2016.0,4.0,28,CRIMES AGAINST THE PUBLIC,15
2016.0,4.0,28,DRUG OFFENSES,3
2016.0,4.0,28,DRUNK DRIVING,1
2016.0,4.0,28,FIRE-RELATED,1
2016.0,4.0,28,FOUND PERSON/PROPERTY,3
2016.0,4.0,28,LARCENY,10
2016.0,4.0,28,MENTAL CASE,2
2016.0,4.0,28,MISCCRIMES AGAINST PROPERTY,8
2016.0,4.0,28,MISCMANAGEMENT INFO.,7
2016.0,4.0,28,MISCWANTS,1
2016.0,4.0,28,MISSING PERSON/PROPERTY,2
2016.0,4.0,28,MOTOR VEHICLE LAWS,4
2016.0,4.0,28,OTHER ACCIDENT,1
