year,month,day,description,count
2014,8,25,ROBBERY - CARJACKING,2
2014,8,25,ROBBERY - COMMERCIAL,5
2014,8,25,ROBBERY - RESIDENCE,1
2014,8,25,ROBBERY - STREET,14
2014,8,26,AGG. ASSAULT,8
2014,8,26,ARSON,3
2014,8,26,ASSAULT BY THREAT,1
2014,8,26,AUTO THEFT,12
2014,8,26,BURGLARY,19
2014,8,26,COMMON ASSAULT,19
2014,8,26,HOMICIDE,1
2014,8,26,LARCENY,37
2014,8,26,LARCENY FROM AUTO,15
2014,8,26,RAPE,1
2014,8,26,ROBBERY - COMMERCIAL,1
2014,8,26,ROBBERY - RESIDENCE,1
2014,8,26,ROBBERY - STREET,14
2014,8,26,SHOOTING,2
2014,8,27,AGG. ASSAULT,14
2014,8,27,ARSON,2
2014,8,27,AUTO THEFT,9
2014,8,27,BURGLARY,20
2014,8,27,COMMON ASSAULT,13
2014,8,27,HOMICIDE,1
2014,8,27,LARCENY,37
2014,8,27,LARCENY FROM AUTO,16
2014,8,27,ROBBERY - CARJACKING,2
2014,8,27,ROBBERY - COMMERCIAL,1
2014,8,27,ROBBERY - RESIDENCE,2
2014,8,27,ROBBERY - STREET,13
2014,8,27,SHOOTING,3
2014,8,28,AGG. ASSAULT,12
2014,8,28,ARSON,1
2014,8,28,ASSAULT BY THREAT,1
2014,8,28,AUTO THEFT,10
2014,8,28,BURGLARY,20
2014,8,28,COMMON ASSAULT,21
2014,8,28,LARCENY,26
2014,8,28,LARCENY FROM AUTO,14
2014,8,28,RAPE,1
2014,8,28,ROBBERY - CARJACKING,2
2014,8,28,ROBBERY - COMMERCIAL,1
2014,8,28,ROBBERY - STREET,6
2014,8,28,SHOOTING,1
2014,8,29,AGG. ASSAULT,11
2014,8,29,ARSON,1
2014,8,29,AUTO THEFT,7
2014,8,29,BURGLARY,20
2014,8,29,COMMON ASSAULT,25
2014,8,29,HOMICIDE,1
2014,8,29,LARCENY,53
2014,8,29,LARCENY FROM AUTO,17
2014,8,29,RAPE,1
2014,8,29,ROBBERY - COMMERCIAL,1
2014,8,29,ROBBERY - RESIDENCE,1
2014,8,29,ROBBERY - STREET,11
2014,8,30,AGG. ASSAULT,10
2014,8,30,ASSAULT BY THREAT,4
2014,8,30,AUTO THEFT,14
2014,8,30,BURGLARY,18
2014,8,30,COMMON ASSAULT,18
2014,8,30,LARCENY,25
2014,8,30,LARCENY FROM AUTO,17
2014,8,30,ROBBERY - COMMERCIAL,3
2014,8,30,ROBBERY - RESIDENCE,2
2014,8,30,ROBBERY - STREET,8
2014,8,31,AGG. ASSAULT,22
2014,8,31,ASSAULT BY THREAT,2
2014,8,31,AUTO THEFT,18
2014,8,31,BURGLARY,9
2014,8,31,COMMON ASSAULT,27
2014,8,31,HOMICIDE,1
2014,8,31,LARCENY,24
2014,8,31,LARCENY FROM AUTO,23
2014,8,31,RAPE,1
2014,8,31,ROBBERY - CARJACKING,1
2014,8,31,ROBBERY - COMMERCIAL,2
2014,8,31,ROBBERY - STREET,5
2014,8,31,SHOOTING,5
2014,9,1,AGG. ASSAULT,20
2014,9,1,ASSAULT BY THREAT,2
2014,9,1,AUTO THEFT,8
2014,9,1,BURGLARY,27
2014,9,1,COMMON ASSAULT,41
2014,9,1,HOMICIDE,2
2014,9,1,LARCENY,31
2014,9,1,LARCENY FROM AUTO,22
2014,9,1,ROBBERY - CARJACKING,1
2014,9,1,ROBBERY - COMMERCIAL,1
2014,9,1,ROBBERY - STREET,14
2014,9,1,SHOOTING,1
2014,9,2,AGG. ASSAULT,17
2014,9,2,AUTO THEFT,10
2014,9,2,BURGLARY,14
2014,9,2,COMMON ASSAULT,26
2014,9,2,HOMICIDE,1
2014,9,2,LARCENY,38
2014,9,2,LARCENY FROM AUTO,25
2014,9,2,RAPE,1
2014,9,2,ROBBERY - CARJACKING,1
2014,9,2,ROBBERY - RESIDENCE,5
2014,9,2,ROBBERY - STREET,11
2014,9,2,SHOOTING,1
2014,9,3,AGG. ASSAULT,12
2014,9,3,AUTO THEFT,10
2014,9,3,BURGLARY,17
2014,9,3,COMMON ASSAULT,17
2014,9,3,HOMICIDE,2
2014,9,3,LARCENY,26
2014,9,3,LARCENY FROM AUTO,14
2014,9,3,RAPE,3
2014,9,3,ROBBERY - CARJACKING,2
2014,9,3,ROBBERY - STREET,12
2014,9,3,SHOOTING,1
2014,9,4,AGG. ASSAULT,10
2014,9,4,ASSAULT BY THREAT,1
2014,9,4,AUTO THEFT,12
2014,9,4,BURGLARY,21
2014,9,4,COMMON ASSAULT,24
2014,9,4,LARCENY,36
2014,9,4,LARCENY FROM AUTO,17
2014,9,4,RAPE,1
2014,9,4,ROBBERY - CARJACKING,2
2014,9,4,ROBBERY - COMMERCIAL,1
2014,9,4,ROBBERY - RESIDENCE,2
2014,9,4,ROBBERY - STREET,11
2014,9,4,SHOOTING,1
2014,9,5,AGG. ASSAULT,18
2014,9,5,ASSAULT BY THREAT,1
2014,9,5,AUTO THEFT,11
2014,9,5,BURGLARY,24
2014,9,5,COMMON ASSAULT,24
2014,9,5,LARCENY,39
2014,9,5,LARCENY FROM AUTO,21
2014,9,5,ROBBERY - COMMERCIAL,2
2014,9,5,ROBBERY - STREET,6
2014,9,6,AGG. ASSAULT,13
2014,9,6,ASSAULT BY THREAT,1
2014,9,6,AUTO THEFT,16
2014,9,6,BURGLARY,19
2014,9,6,COMMON ASSAULT,20
2014,9,6,HOMICIDE,1
2014,9,6,LARCENY,32
2014,9,6,LARCENY FROM AUTO,28
2014,9,6,RAPE,1
2014,9,6,ROBBERY - COMMERCIAL,1
2014,9,6,ROBBERY - RESIDENCE,1
2014,9,6,ROBBERY - STREET,10
2014,9,6,SHOOTING,3
2014,9,7,AGG. ASSAULT,13
2014,9,7,AUTO THEFT,14
2014,9,7,BURGLARY,17
2014,9,7,COMMON ASSAULT,31
2014,9,7,LARCENY,28
2014,9,7,LARCENY FROM AUTO,19
2014,9,7,ROBBERY - COMMERCIAL,4
2014,9,7,ROBBERY - STREET,4
2014,9,8,AGG. ASSAULT,7
2014,9,8,ARSON,2
2014,9,8,ASSAULT BY THREAT,1
2014,9,8,AUTO THEFT,14
2014,9,8,BURGLARY,20
2014,9,8,COMMON ASSAULT,15
2014,9,8,LARCENY,34
2014,9,8,LARCENY FROM AUTO,17
2014,9,8,ROBBERY - COMMERCIAL,2
2014,9,8,ROBBERY - RESIDENCE,3
2014,9,8,ROBBERY - STREET,9
2014,9,9,AGG. ASSAULT,12
2014,9,9,ARSON,1
2014,9,9,ASSAULT BY THREAT,1
2014,9,9,AUTO THEFT,9
2014,9,9,BURGLARY,22
2014,9,9,COMMON ASSAULT,21
2014,9,9,LARCENY,32
2014,9,9,LARCENY FROM AUTO,13
2014,9,9,ROBBERY - CARJACKING,1
2014,9,9,ROBBERY - COMMERCIAL,4
2014,9,9,ROBBERY - STREET,2
2014,9,9,SHOOTING,1
2014,9,10,AGG. ASSAULT,15
2014,9,10,ASSAULT BY THREAT,1
2014,9,10,AUTO THEFT,9
2014,9,10,BURGLARY,17
2014,9,10,COMMON ASSAULT,21
2014,9,10,LARCENY,41
2014,9,10,LARCENY FROM AUTO,23
2014,9,10,ROBBERY - COMMERCIAL,4
2014,9,10,ROBBERY - RESIDENCE,2
2014,9,10,ROBBERY - STREET,5
2014,9,10,SHOOTING,2
2014,9,11,AGG. ASSAULT,6
2014,9,11,ASSAULT BY THREAT,1
2014,9,11,AUTO THEFT,15
2014,9,11,BURGLARY,20
2014,9,11,COMMON ASSAULT,16
2014,9,11,HOMICIDE,1
2014,9,11,LARCENY,38
2014,9,11,LARCENY FROM AUTO,20
2014,9,11,RAPE,1
2014,9,11,ROBBERY - COMMERCIAL,2
2014,9,11,ROBBERY - STREET,8
2014,9,11,SHOOTING,1
2014,9,12,AGG. ASSAULT,24
2014,9,12,ARSON,1
2014,9,12,ASSAULT BY THREAT,1
2014,9,12,AUTO THEFT,8
2014,9,12,BURGLARY,26
2014,9,12,COMMON ASSAULT,15
2014,9,12,LARCENY,47
2014,9,12,LARCENY FROM AUTO,14
2014,9,12,ROBBERY - STREET,10
2014,9,12,SHOOTING,2
2014,9,13,AGG. ASSAULT,8
2014,9,13,ARSON,1
2014,9,13,AUTO THEFT,4
2014,9,13,BURGLARY,14
2014,9,13,COMMON ASSAULT,19
2014,9,13,LARCENY,32
2014,9,13,LARCENY FROM AUTO,18
2014,9,13,ROBBERY - COMMERCIAL,2
2014,9,13,ROBBERY - RESIDENCE,1
2014,9,13,ROBBERY - STREET,5
2014,9,13,SHOOTING,2
2014,9,14,AGG. ASSAULT,5
2014,9,14,ARSON,1
2014,9,14,ASSAULT BY THREAT,1
2014,9,14,AUTO THEFT,14
2014,9,14,BURGLARY,16
2014,9,14,COMMON ASSAULT,31
2014,9,14,LARCENY,27
2014,9,14,LARCENY FROM AUTO,12
2014,9,14,RAPE,2
2014,9,14,ROBBERY - CARJACKING,1
2014,9,14,ROBBERY - RESIDENCE,1
2014,9,14,ROBBERY - STREET,4
2014,9,14,SHOOTING,1
2014,9,15,AGG. ASSAULT,10
2014,9,15,ARSON,1
2014,9,15,ASSAULT BY THREAT,1
2014,9,15,AUTO THEFT,5
2014,9,15,BURGLARY,27
2014,9,15,COMMON ASSAULT,12
2014,9,15,LARCENY,38
2014,9,15,LARCENY FROM AUTO,15
2014,9,15,ROBBERY - COMMERCIAL,4
2014,9,15,ROBBERY - STREET,6
2014,9,15,SHOOTING,1
2014,9,16,AGG. ASSAULT,11
2014,9,16,AUTO THEFT,16
2014,9,16,BURGLARY,18
2014,9,16,COMMON ASSAULT,17
2014,9,16,LARCENY,38
2014,9,16,LARCENY FROM AUTO,10
2014,9,16,ROBBERY - CARJACKING,1
2014,9,16,ROBBERY - COMMERCIAL,4
2014,9,16,ROBBERY - RESIDENCE,2
2014,9,16,ROBBERY - STREET,6
2014,9,16,SHOOTING,1
2014,9,17,AGG. ASSAULT,9
2014,9,17,ASSAULT BY THREAT,1
2014,9,17,AUTO THEFT,11
2014,9,17,BURGLARY,17
2014,9,17,COMMON ASSAULT,25
2014,9,17,LARCENY,42
2014,9,17,LARCENY FROM AUTO,17
2014,9,17,RAPE,1
2014,9,17,ROBBERY - STREET,8
2014,9,18,AGG. ASSAULT,17
2014,9,18,ASSAULT BY THREAT,2
2014,9,18,AUTO THEFT,9
2014,9,18,BURGLARY,19
2014,9,18,COMMON ASSAULT,27
2014,9,18,HOMICIDE,2
2014,9,18,LARCENY,47
2014,9,18,LARCENY FROM AUTO,23
2014,9,18,RAPE,3
2014,9,18,ROBBERY - COMMERCIAL,1
2014,9,18,ROBBERY - RESIDENCE,2
2014,9,18,ROBBERY - STREET,13
2014,9,19,AGG. ASSAULT,10
2014,9,19,ASSAULT BY THREAT,1
2014,9,19,AUTO THEFT,5
2014,9,19,BURGLARY,32
2014,9,19,COMMON ASSAULT,21
2014,9,19,LARCENY,33
2014,9,19,LARCENY FROM AUTO,14
2014,9,19,ROBBERY - COMMERCIAL,2
2014,9,19,ROBBERY - STREET,3
2014,9,20,AGG. ASSAULT,16
2014,9,20,AUTO THEFT,12
2014,9,20,BURGLARY,25
2014,9,20,COMMON ASSAULT,19
2014,9,20,HOMICIDE,1
2014,9,20,LARCENY,27
2014,9,20,LARCENY FROM AUTO,22
2014,9,20,ROBBERY - COMMERCIAL,4
2014,9,20,ROBBERY - STREET,7
2014,9,20,SHOOTING,1
2014,9,21,AGG. ASSAULT,14
2014,9,21,ARSON,1
2014,9,21,ASSAULT BY THREAT,3
2014,9,21,AUTO THEFT,10
2014,9,21,BURGLARY,9
2014,9,21,COMMON ASSAULT,28
2014,9,21,HOMICIDE,2
2014,9,21,LARCENY,34
2014,9,21,LARCENY FROM AUTO,30
2014,9,21,RAPE,2
2014,9,21,ROBBERY - COMMERCIAL,4
2014,9,21,ROBBERY - RESIDENCE,2
2014,9,21,ROBBERY - STREET,7
2014,9,22,AGG. ASSAULT,7
2014,9,22,ARSON,1
2014,9,22,ASSAULT BY THREAT,1
2014,9,22,AUTO THEFT,10
2014,9,22,BURGLARY,28
2014,9,22,COMMON ASSAULT,15
2014,9,22,HOMICIDE,1
2014,9,22,LARCENY,41
2014,9,22,LARCENY FROM AUTO,19
2014,9,22,RAPE,1
2014,9,22,ROBBERY - RESIDENCE,7
2014,9,22,ROBBERY - STREET,25
2014,9,22,SHOOTING,1
2014,9,23,AGG. ASSAULT,8
2014,9,23,ARSON,1
2014,9,23,ASSAULT BY THREAT,2
2014,9,23,AUTO THEFT,18
2014,9,23,BURGLARY,21
2014,9,23,COMMON ASSAULT,32
2014,9,23,HOMICIDE,2
2014,9,23,LARCENY,34
2014,9,23,LARCENY FROM AUTO,13
2014,9,23,ROBBERY - CARJACKING,1
2014,9,23,ROBBERY - COMMERCIAL,6
2014,9,23,ROBBERY - RESIDENCE,1
2014,9,23,ROBBERY - STREET,12
2014,9,24,AGG. ASSAULT,14
2014,9,24,AUTO THEFT,14
2014,9,24,BURGLARY,16
2014,9,24,COMMON ASSAULT,17
2014,9,24,LARCENY,21
2014,9,24,LARCENY FROM AUTO,15
2014,9,24,RAPE,1
2014,9,24,ROBBERY - RESIDENCE,1
2014,9,24,ROBBERY - STREET,19
2014,9,24,SHOOTING,1
2014,9,25,AGG. ASSAULT,11
2014,9,25,ARSON,7
2014,9,25,AUTO THEFT,10
2014,9,25,BURGLARY,18
2014,9,25,COMMON ASSAULT,15
2014,9,25,HOMICIDE,1
2014,9,25,LARCENY,25
2014,9,25,LARCENY FROM AUTO,21
2014,9,25,ROBBERY - CARJACKING,1
2014,9,25,ROBBERY - COMMERCIAL,3
2014,9,25,ROBBERY - STREET,10
2014,9,25,SHOOTING,2
2014,9,26,AGG. ASSAULT,13
2014,9,26,ASSAULT BY THREAT,1
2014,9,26,AUTO THEFT,16
2014,9,26,BURGLARY,13
2014,9,26,COMMON ASSAULT,23
2014,9,26,HOMICIDE,1
2014,9,26,LARCENY,41
2014,9,26,LARCENY FROM AUTO,19
2014,9,26,ROBBERY - CARJACKING,1
2014,9,26,ROBBERY - RESIDENCE,2
2014,9,26,ROBBERY - STREET,9
2014,9,26,SHOOTING,1
2014,9,27,AGG. ASSAULT,14
2014,9,27,ASSAULT BY THREAT,2
2014,9,27,AUTO THEFT,14
2014,9,27,BURGLARY,28
2014,9,27,COMMON ASSAULT,21
2014,9,27,LARCENY,36
2014,9,27,LARCENY FROM AUTO,15
2014,9,27,RAPE,2
2014,9,27,ROBBERY - COMMERCIAL,3
2014,9,27,ROBBERY - STREET,5
2014,9,27,SHOOTING,1
2014,9,28,AGG. ASSAULT,11
2014,9,28,AUTO THEFT,17
2014,9,28,BURGLARY,19
2014,9,28,COMMON ASSAULT,19
2014,9,28,HOMICIDE,1
2014,9,28,LARCENY,46
2014,9,28,LARCENY FROM AUTO,12
2014,9,28,ROBBERY - RESIDENCE,1
2014,9,28,ROBBERY - STREET,4
2014,9,29,AGG. ASSAULT,13
2014,9,29,ARSON,1
2014,9,29,ASSAULT BY THREAT,3
2014,9,29,AUTO THEFT,14
2014,9,29,BURGLARY,28
2014,9,29,COMMON ASSAULT,23
2014,9,29,LARCENY,43
2014,9,29,LARCENY FROM AUTO,19
2014,9,29,ROBBERY - COMMERCIAL,3
2014,9,29,ROBBERY - RESIDENCE,6
2014,9,29,ROBBERY - STREET,9
2014,9,29,SHOOTING,1
2014,9,30,AGG. ASSAULT,15
2014,9,30,ASSAULT BY THREAT,1
2014,9,30,AUTO THEFT,6
2014,9,30,BURGLARY,20
2014,9,30,COMMON ASSAULT,24
2014,9,30,HOMICIDE,1
2014,9,30,LARCENY,42
2014,9,30,LARCENY FROM AUTO,11
2014,9,30,ROBBERY - COMMERCIAL,3
2014,9,30,ROBBERY - STREET,7
2014,9,30,SHOOTING,1
2014,10,1,AGG. ASSAULT,8
2014,10,1,ASSAULT BY THREAT,5
2014,10,1,AUTO THEFT,5
2014,10,1,BURGLARY,23
2014,10,1,COMMON ASSAULT,21
2014,10,1,HOMICIDE,1
2014,10,1,LARCENY,28
2014,10,1,LARCENY FROM AUTO,22
2014,10,1,RAPE,3
2014,10,1,ROBBERY - COMMERCIAL,1
2014,10,1,ROBBERY - STREET,7
2014,10,1,SHOOTING,1
2014,10,2,AGG. ASSAULT,13
2014,10,2,ASSAULT BY THREAT,8
2014,10,2,AUTO THEFT,7
2014,10,2,BURGLARY,15
2014,10,2,COMMON ASSAULT,18
2014,10,2,LARCENY,29
2014,10,2,LARCENY FROM AUTO,18
2014,10,2,ROBBERY - STREET,12
2014,10,3,AGG. ASSAULT,10
2014,10,3,ARSON,1
2014,10,3,ASSAULT BY THREAT,1
2014,10,3,AUTO THEFT,12
2014,10,3,BURGLARY,21
2014,10,3,COMMON ASSAULT,24
2014,10,3,LARCENY,32
2014,10,3,LARCENY FROM AUTO,28
2014,10,3,RAPE,1
2014,10,3,ROBBERY - COMMERCIAL,7
2014,10,3,ROBBERY - RESIDENCE,4
2014,10,3,ROBBERY - STREET,11
2014,10,4,AGG. ASSAULT,20
2014,10,4,AUTO THEFT,8
2014,10,4,BURGLARY,13
2014,10,4,COMMON ASSAULT,29
2014,10,4,HOMICIDE,1
2014,10,4,LARCENY,34
2014,10,4,LARCENY FROM AUTO,17
2014,10,4,RAPE,4
2014,10,4,ROBBERY - CARJACKING,2
2014,10,4,ROBBERY - COMMERCIAL,4
2014,10,4,ROBBERY - RESIDENCE,3
2014,10,4,ROBBERY - STREET,7
2014,10,4,SHOOTING,2
2014,10,5,AGG. ASSAULT,17
2014,10,5,ARSON,2
2014,10,5,AUTO THEFT,13
2014,10,5,BURGLARY,16
2014,10,5,COMMON ASSAULT,15
2014,10,5,HOMICIDE,1
2014,10,5,LARCENY,26
2014,10,5,LARCENY FROM AUTO,17
2014,10,5,RAPE,1
2014,10,5,ROBBERY - COMMERCIAL,3
2014,10,5,ROBBERY - RESIDENCE,2
2014,10,5,ROBBERY - STREET,8
2014,10,5,SHOOTING,1
2014,10,6,AGG. ASSAULT,10
2014,10,6,ASSAULT BY THREAT,1
2014,10,6,AUTO THEFT,8
2014,10,6,BURGLARY,22
2014,10,6,COMMON ASSAULT,18
2014,10,6,HOMICIDE,1
2014,10,6,LARCENY,20
2014,10,6,LARCENY FROM AUTO,13
2014,10,6,RAPE,1
2014,10,6,ROBBERY - RESIDENCE,3
2014,10,6,ROBBERY - STREET,9
2014,10,6,SHOOTING,1
2014,10,7,AGG. ASSAULT,7
2014,10,7,ARSON,2
2014,10,7,ASSAULT BY THREAT,4
2014,10,7,AUTO THEFT,7
2014,10,7,BURGLARY,23
2014,10,7,COMMON ASSAULT,19
2014,10,7,HOMICIDE,3
2014,10,7,LARCENY,35
2014,10,7,LARCENY FROM AUTO,25
2014,10,7,ROBBERY - COMMERCIAL,3
2014,10,7,ROBBERY - RESIDENCE,2
2014,10,7,ROBBERY - STREET,10
2014,10,7,SHOOTING,2
2014,10,8,AGG. ASSAULT,4
2014,10,8,ARSON,2
2014,10,8,AUTO THEFT,15
2014,10,8,BURGLARY,17
2014,10,8,COMMON ASSAULT,18
2014,10,8,LARCENY,29
2014,10,8,LARCENY FROM AUTO,17
2014,10,8,ROBBERY - COMMERCIAL,3
2014,10,8,ROBBERY - RESIDENCE,4
2014,10,8,ROBBERY - STREET,7
2014,10,9,AGG. ASSAULT,10
2014,10,9,ASSAULT BY THREAT,4
2014,10,9,AUTO THEFT,13
2014,10,9,BURGLARY,18
2014,10,9,COMMON ASSAULT,24
2014,10,9,HOMICIDE,2
2014,10,9,LARCENY,28
2014,10,9,LARCENY FROM AUTO,11
2014,10,9,RAPE,1
2014,10,9,ROBBERY - COMMERCIAL,1
2014,10,9,ROBBERY - RESIDENCE,1
2014,10,9,ROBBERY - STREET,16
2014,10,9,SHOOTING,2
2014,10,10,AGG. ASSAULT,9
2014,10,10,ARSON,1
2014,10,10,ASSAULT BY THREAT,2
2014,10,10,AUTO THEFT,13
2014,10,10,BURGLARY,31
2014,10,10,COMMON ASSAULT,20
2014,10,10,HOMICIDE,2
2014,10,10,LARCENY,34
2014,10,10,LARCENY FROM AUTO,19
2014,10,10,RAPE,1
2014,10,10,ROBBERY - COMMERCIAL,1
2014,10,10,ROBBERY - RESIDENCE,1
2014,10,10,ROBBERY - STREET,8
2014,10,10,SHOOTING,1
2014,10,11,AGG. ASSAULT,12
2014,10,11,AUTO THEFT,11
2014,10,11,BURGLARY,15
2014,10,11,COMMON ASSAULT,21
2014,10,11,HOMICIDE,1
2014,10,11,LARCENY,19
2014,10,11,LARCENY FROM AUTO,19
2014,10,11,RAPE,1
2014,10,11,ROBBERY - CARJACKING,4
2014,10,11,ROBBERY - RESIDENCE,1
2014,10,11,ROBBERY - STREET,11
2014,10,11,SHOOTING,1
2014,10,12,AGG. ASSAULT,13
2014,10,12,AUTO THEFT,13
2014,10,12,BURGLARY,26
2014,10,12,COMMON ASSAULT,21
2014,10,12,LARCENY,37
2014,10,12,LARCENY FROM AUTO,22
2014,10,12,ROBBERY - COMMERCIAL,3
2014,10,12,ROBBERY - RESIDENCE,2
2014,10,12,ROBBERY - STREET,7
2014,10,12,SHOOTING,2
2014,10,13,AGG. ASSAULT,13
2014,10,13,ARSON,2
2014,10,13,ASSAULT BY THREAT,3
2014,10,13,AUTO THEFT,10
2014,10,13,BURGLARY,21
2014,10,13,COMMON ASSAULT,27
2014,10,13,LARCENY,35
2014,10,13,LARCENY FROM AUTO,13
2014,10,13,RAPE,1
2014,10,13,ROBBERY - COMMERCIAL,3
2014,10,13,ROBBERY - RESIDENCE,1
2014,10,13,ROBBERY - STREET,10
2014,10,14,AGG. ASSAULT,13
2014,10,14,ASSAULT BY THREAT,3
2014,10,14,AUTO THEFT,14
2014,10,14,BURGLARY,27
2014,10,14,COMMON ASSAULT,18
2014,10,14,LARCENY,27
2014,10,14,LARCENY FROM AUTO,26
2014,10,14,RAPE,1
2014,10,14,ROBBERY - COMMERCIAL,3
2014,10,14,ROBBERY - RESIDENCE,2
2014,10,14,ROBBERY - STREET,7
2014,10,14,SHOOTING,2
2014,10,15,AGG. ASSAULT,9
2014,10,15,ARSON,1
2014,10,15,ASSAULT BY THREAT,2
2014,10,15,AUTO THEFT,12
2014,10,15,BURGLARY,26
2014,10,15,COMMON ASSAULT,19
2014,10,15,HOMICIDE,1
2014,10,15,LARCENY,27
2014,10,15,LARCENY FROM AUTO,9
2014,10,15,RAPE,1
2014,10,15,ROBBERY - COMMERCIAL,9
2014,10,15,ROBBERY - RESIDENCE,3
2014,10,15,ROBBERY - STREET,8
2014,10,15,SHOOTING,1
2014,10,16,AGG. ASSAULT,8
2014,10,16,ARSON,1
2014,10,16,ASSAULT BY THREAT,3
2014,10,16,AUTO THEFT,11
2014,10,16,BURGLARY,24
2014,10,16,COMMON ASSAULT,28
2014,10,16,LARCENY,23
2014,10,16,LARCENY FROM AUTO,26
2014,10,16,RAPE,1
2014,10,16,ROBBERY - CARJACKING,2
2014,10,16,ROBBERY - COMMERCIAL,1
2014,10,16,ROBBERY - RESIDENCE,1
2014,10,16,ROBBERY - STREET,10
2014,10,16,SHOOTING,1
2014,10,17,AGG. ASSAULT,13
2014,10,17,ASSAULT BY THREAT,1
2014,10,17,AUTO THEFT,9
2014,10,17,BURGLARY,24
2014,10,17,COMMON ASSAULT,18
2014,10,17,LARCENY,29
2014,10,17,LARCENY FROM AUTO,28
2014,10,17,RAPE,1
2014,10,17,ROBBERY - COMMERCIAL,7
2014,10,17,ROBBERY - RESIDENCE,3
2014,10,17,ROBBERY - STREET,7
2014,10,17,SHOOTING,1
2014,10,18,AGG. ASSAULT,16
2014,10,18,ASSAULT BY THREAT,1
2014,10,18,AUTO THEFT,14
2014,10,18,BURGLARY,20
2014,10,18,COMMON ASSAULT,24
2014,10,18,LARCENY,27
2014,10,18,LARCENY FROM AUTO,20
2014,10,18,ROBBERY - CARJACKING,1
2014,10,18,ROBBERY - COMMERCIAL,2
2014,10,18,ROBBERY - STREET,12
2014,10,19,AGG. ASSAULT,8
2014,10,19,ARSON,2
2014,10,19,ASSAULT BY THREAT,2
2014,10,19,AUTO THEFT,12
2014,10,19,BURGLARY,17
2014,10,19,COMMON ASSAULT,13
2014,10,19,LARCENY,28
2014,10,19,LARCENY FROM AUTO,24
2014,10,19,ROBBERY - COMMERCIAL,1
2014,10,19,ROBBERY - RESIDENCE,1
2014,10,19,ROBBERY - STREET,3
2014,10,20,AGG. ASSAULT,5
2014,10,20,ARSON,1
2014,10,20,ASSAULT BY THREAT,2
2014,10,20,AUTO THEFT,12
2014,10,20,BURGLARY,20
2014,10,20,COMMON ASSAULT,16
2014,10,20,LARCENY,39
2014,10,20,LARCENY FROM AUTO,19
2014,10,20,RAPE,3
2014,10,20,ROBBERY - COMMERCIAL,1
2014,10,20,ROBBERY - RESIDENCE,3
2014,10,20,ROBBERY - STREET,19
2014,10,20,SHOOTING,1
2014,10,21,AGG. ASSAULT,18
2014,10,21,ASSAULT BY THREAT,4
2014,10,21,AUTO THEFT,9
2014,10,21,BURGLARY,18
2014,10,21,COMMON ASSAULT,20
2014,10,21,LARCENY,26
2014,10,21,LARCENY FROM AUTO,19
2014,10,21,ROBBERY - COMMERCIAL,1
2014,10,21,ROBBERY - STREET,12
2014,10,22,AGG. ASSAULT,8
2014,10,22,ASSAULT BY THREAT,9
2014,10,22,AUTO THEFT,13
2014,10,22,BURGLARY,27
2014,10,22,COMMON ASSAULT,18
2014,10,22,HOMICIDE,1
2014,10,22,LARCENY,31
2014,10,22,LARCENY FROM AUTO,41
2014,10,22,RAPE,1
2014,10,22,ROBBERY - COMMERCIAL,2
2014,10,22,ROBBERY - RESIDENCE,1
2014,10,22,ROBBERY - STREET,8
2014,10,22,SHOOTING,1
2014,10,23,AGG. ASSAULT,12
2014,10,23,ARSON,1
2014,10,23,ASSAULT BY THREAT,2
2014,10,23,AUTO THEFT,6
2014,10,23,BURGLARY,27
2014,10,23,COMMON ASSAULT,19
2014,10,23,HOMICIDE,1
2014,10,23,LARCENY,26
2014,10,23,LARCENY FROM AUTO,23
2014,10,23,ROBBERY - CARJACKING,2
2014,10,23,ROBBERY - COMMERCIAL,4
2014,10,23,ROBBERY - RESIDENCE,1
2014,10,23,ROBBERY - STREET,12
2014,10,23,SHOOTING,2
2014,10,24,AGG. ASSAULT,11
2014,10,24,ARSON,1
2014,10,24,ASSAULT BY THREAT,1
2014,10,24,AUTO THEFT,16
2014,10,24,BURGLARY,24
2014,10,24,COMMON ASSAULT,26
2014,10,24,LARCENY,34
2014,10,24,LARCENY FROM AUTO,18
2014,10,24,ROBBERY - COMMERCIAL,7
2014,10,24,ROBBERY - STREET,12
2014,10,25,AGG. ASSAULT,12
2014,10,25,ARSON,4
2014,10,25,ASSAULT BY THREAT,1
2014,10,25,AUTO THEFT,13
2014,10,25,BURGLARY,21
2014,10,25,COMMON ASSAULT,23
2014,10,25,HOMICIDE,1
2014,10,25,LARCENY,28
2014,10,25,LARCENY FROM AUTO,20
2014,10,25,RAPE,1
2014,10,25,ROBBERY - CARJACKING,2
2014,10,25,ROBBERY - COMMERCIAL,6
2014,10,25,ROBBERY - STREET,5
2014,10,25,SHOOTING,3
2014,10,26,AGG. ASSAULT,10
2014,10,26,ARSON,1
2014,10,26,ASSAULT BY THREAT,2
2014,10,26,AUTO THEFT,10
2014,10,26,BURGLARY,28
2014,10,26,COMMON ASSAULT,17
2014,10,26,LARCENY,27
2014,10,26,LARCENY FROM AUTO,30
2014,10,26,ROBBERY - RESIDENCE,2
2014,10,26,ROBBERY - STREET,4
2014,10,26,SHOOTING,2
2014,10,27,AGG. ASSAULT,15
2014,10,27,ASSAULT BY THREAT,2
2014,10,27,AUTO THEFT,4
2014,10,27,BURGLARY,31
